"bookID","title","authors","average_rating"
"34472","The Reed Cutter & Captain Shigemoto's Mother","Jun'ichirÅ Tanizaki/Anthony H. Chambers","3.67"
"34473","In Praise of Shadows","Jun'ichirÅ Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore","4.09"
"34480","Le chat  son maÃ®tre et ses deux maÃ®tresses","Jun'ichirÅ Tanizaki","3.8"
"34484","Small Gods (Discworld  #13)","Terry Pratchett","4.29"
"34492","Wintersmith (Discworld  #35; Tiffany Aching  #3)","Terry Pratchett","4.24"
"34493","Strata","Terry Pratchett","3.49"
"34495","The Bromeliad Trilogy (Omnibus: Truckers / Diggers / Wings)","Terry Pratchett","4.07"
"34497","The Color of Magic (Discworld  #1; Rincewind  #1)","Terry Pratchett","4"
"34498","The Truth (Discworld  #25; Industrial Revolution  #2)","Terry Pratchett","4.27"
"34501","A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2)","Terry Pratchett","4.3"
"34503","The Last Hero (Discworld #27; Rincewind #7)","Terry Pratchett/Paul Kidby","4.17"
"34504","Wyrd Sisters (Discworld  #6; Witches #2)","Terry Pratchett","4.13"
"34505","A Tourist Guide to Lancre","Terry Pratchett/Stephen Briggs/Paul Kidby","4.06"
"34506","The Light Fantastic (Discworld  #2; Rincewind #2)","Terry Pratchett","3.97"
"34507","Equal Rites (Discworld  #3; Witches  #1)","Terry Pratchett","4.03"
"34508","Interesting Times: The Play","Stephen Briggs/Terry Pratchett","4.15"
"34509","Nanny Ogg's Cookbook","Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby","4"
"34510","Moving Pictures (Discworld  #10; Industrial Revolution  #1)","Terry Pratchett","3.94"
"34515","Darwin's Watch (The Science of Discworld  #3)","Terry Pratchett/Ian Stewart/Jack Cohen","3.94"
"34517","Reaper Man (Discworld  #11; Death  #2)","Terry Pratchett","4.28"
"34521","Only You Can Save Mankind (Johnny Maxwell  #1)","Terry Pratchett","3.72"
"34523","The Flying Sorcerers: More Comic Tales of Fantasy","Peter Haining/Roald Dahl/Terry Pratchett/Angela Carter/Arthur C. Clarke/Kurt Vonnegut Jr./C.S. Lewis/P.G. Wodehouse/Michael Moorcock/L. Sprague de Camp/Fletcher Pratt/Eric Knight/Mervyn Peake/Piers Anthony/John Collier/Fredric Brown/Nelson S. Bond/Thomas M. Disch/Robert Bloch/Stephen Leacock/John Wyndham/StanisÅ‚aw Lem/Cordwainer Smith/Robert Sheckley/William F. Nolan/Harry Harrison","3.99"
"34524","Where's My Cow? (Discworld  #34.5)","Terry Pratchett/Melvyn Grant","4.11"
"34529","Lords and Ladies (Discworld  #14; Witches #4)","Terry Pratchett","4.17"
"34530","Guards! Guards! (Discworld  #8)","Terry Pratchett","4.33"
"34532","Hogfather (Discworld  #20; Death  #4)","Terry Pratchett","4.23"
"34534","The Amazing Maurice and His Educated Rodents (Discworld  #28)","Terry Pratchett","4.05"
"34535","Rincewind the Wizzard","Terry Pratchett","4.21"
"34539","Going Postal (Discworld  #33)","Terry Pratchett","4.38"
"34540","The Last Hero: A Discworld Fable (Discworld  #27)","Terry Pratchett/Paul Kidby","4.17"
"34541","Carpe Jugulum (Discworld #23; Witches #6)","Terry Pratchett","4.14"
"34542","Truckers (Bromeliad Trilogy  #1)","Terry Pratchett","3.92"
"34544","X-Statix  Volume 1: Good Omens","Peter Milligan/Mike Allred/Paul Pope","3.97"
"34545","Elliott Erwitt: Snaps","Murray Sayle/Charles Flowers/Elliott Erwitt","4.72"
"34548","If Chins Could Kill: Confessions of a B Movie Actor","Bruce Campbell","4"
"34558","Real Ultimate Power: The Official Ninja Book","Robert  Hamburger","4"
"34570","Team Yankee","Harold Coyle","4.07"
"34578","At Sword's Point (Knights of the Blood  #2)","Scott MacMillan/Katherine Kurtz","3.52"
"34596","Treasure of Khan (Dirk Pitt  #19)","Clive Cussler/Dirk Cussler","3.91"
"34600","The Treasure Principle: Unlocking the Secret of Joyful Giving","Randy Alcorn","4.13"
"34601","Snow Treasure","Marie McSwigan/Mary Reardon","3.97"
"34605","The Damnation Game","Clive Barker","3.82"
"34607","The Damnation Game","Clive Barker","3.82"
"34612","Texas Hold'em for Dummies","Mark Harlan","3.82"
"34627","Soldiers of Destruction: The SS Death's Head Division  1933-1945","Charles W. Sydnor Jr.","3.99"
"34628","Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer","Peter Maurice Wright/Paul Greengrass","3.73"
"34637","Nobody Loves a Centurion (SPQR  #6)","John Maddox Roberts","4.14"
"34641","The Centurion's Empire","Sean McMullen","3.61"
"34646","The Centurions (The Centurions  #1)","Damion Hunter","4.14"
"34657","The Heights of Courage: A Tank Leader's War on the Golan","Avigdor Kahalani","4.2"
"34658","Shattered Sword: The Untold Story of the Battle of Midway","Jonathan Parshall/Anthony Tully","4.42"
"34662","Shattered Air: A True Account of Catastrophe and Courage on Yosemite's Half Dome","Bob Madgic/William L. Crary/Adrian Esteban","3.77"
"34663","Shattered Bonds: The Color of Child Welfare","Dorothy Roberts","4.19"
"34672","Shattered Dance","Caitlin Brennan","3.91"
"34678","The Shattered Land (Eberron: The Dreaming Dark  #2)","Keith Baker","3.65"
"34687","Koko's Kitten","Francine Patterson/Ronald H. Cohn","4.3"
"34706","13th Directorate","Barry Chubin","2.62"
"34708","The Aviators (Brotherhood of War  #8)","W.E.B. Griffin","4.25"
"34760","All I Really Need to Know I Learned in Kindergarten","Robert Fulghum","4.03"
"34762","Legends  Lies  Cherished Myths of World History","Richard Shenkman","3.47"
"34766","Trevayne","Robert Ludlum","3.62"
"34768","Trevayne","Jonathan Ryder/Robert Ludlum","3.62"
"34771","Red Phoenix","Larry Bond","4.02"
"34783","Boomers  Xers  and Other Strangers: Understanding the Generational Differences that Divide Us","Rick Hicks/Kathy Hicks","3.36"
"34789","The Boomer Bible","R.F. Laird","4.23"
"34816","A Matter of Trust (Justice  #0)","Radclyffe","4.21"
"34819","A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor","Diana Palmer","4.04"
"34833","A Matter Of Trust","Deb Stover","3.31"
"34835","A Matter of Trust","Penny Jordan","2.61"
"34844","Mortal Fear (Mississippi #1)","Greg Iles","4"
"34845","Mortal Fear","Robin Cook","3.75"
"34852","Murder On The Glitter Box (Steve Allen Mystery #3)","Steve Allen","3.6"
"34856","Lonesome Dove","Larry McMurtry","4.49"
"34858","Comanche Moon","Larry McMurtry","4.03"
"34866","Night of the Fox (Dougal Munro and Jack Carter #1)","Jack Higgins","3.92"
"34869","Mitla Pass","Leon Uris","3.84"
"34871","The Complete Clive Barker's The Great And Secret Show","Chris Ryall/Gabriel RodrÃ­guez/Clive Barker","4.23"
"34873","The Great And Secret Show (Book of the Art #1)","Clive Barker","4.05"
"34881","Star Bright (Star Power  #8)","Catherine Hapka","3.67"
"34889","Brown's Star Atlas: Showing All The Bright Stars With Full Instructions How To Find And Use Them For Navigational Purposes And Department Of Trade Examinations.","Brown"," Son & Ferguson"
"34892","Bright Star's Promise","Karen A. Bale","2.77"
"34895","Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide","Dan Birlew","4.14"
"34897","The Dragon Reborn (The Wheel of Time  #3)","Robert Jordan","4.25"
"34898","My Father's Dragon (My Father's Dragon  #1)","Ruth Stiles Gannett","4.1"
"34899","The Book of the Dragon","Ciruelo Cabral","4.2"
"34901","Must Love Dragons (Immortally Sexy  #2)","Stephanie Rowe","3.98"
"34902","Player's Handbook II","David Noonan","3.76"
"34908","Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1)","James A. Owen","3.86"
"34909","The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely","Alan Cohen","4.27"
"34915","Running with the Demon (Word & Void #1)","Terry Brooks","3.97"
"34918","The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3)","Terry Brooks","4.27"
"34921","The Black Unicorn (Magic Kingdom of Landover #2)","Terry Brooks","3.77"
"34922","Der Sohn von Shannara","Terry Brooks/Tony Westermayr","4.16"
"34938","First King of Shannara (Shannara Prequel)","Terry Brooks","3.96"
"34939","The Best of Lester Del Rey","Lester del Rey/Terry Brooks","3.79"
"34941","The Phantom Menace (Star Wars: Novelizations  #1)","Terry Brooks/George Lucas","3.57"
"34948","L'epÃ©e de Shannara","Terry Brooks/Rosalie Guillaume","3.45"
"34963","Star Wars. Episode I - Die dunkle Bedrohung","Terry Brooks/George Lucas/Regina Winter","3.57"
"34985","The Deming Management Method","Mary Walton","3.95"
"34988","The Scions of Shannara (Heritage of Shannara  #1)","Terry Brooks","3.99"
"34992","The Three Musketeers (Classic Starts)","Oliver Ho/Jamel Akib/Alexandre Dumas/Arthur Pober","4.12"
"35002","The One Minute Minute Sales Person","Spencer Johnson","3.78"
"35046","JLA  Vol. 14: Trial by Fire","Joe Kelly/Doug Mahnke/Tom Nguyen","3.67"
"35047","Manhunter  Vol. 2: Trial by Fire","Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker","3.9"
"35048","Trial by Fire (Stargate SG-1  #1)","Sabine C. Bauer","3.79"
"35050","Trial By Fire","D.W. Buffa","3.76"
"35052","Trial by Fire (Newpointe 911 #4)","Terri Blackstock","4.36"
"35054","Sahara (Dirk Pitt  #11)","Clive Cussler","3.96"
"35056","Sahara (Dirk Pitt  #11)","Clive Cussler","3.96"
"35057","Africa South of the Sahara: A Geographical Interpretation (Texts In Regional Geography)","Robert Stock","3.12"
"35061","Ellora's Cavemen: Dreams of the Oasis Volume II","Sylvia Day/B.J. McCall/Sahara Kelly/Elisa Adams/Denise A. Agnew/Anna J. Evans","3.63"
"35081","Ghosts of Gettysburg III: Spirits  Apparitions  and Haunted Places of the Battlefield","Mark Nesbitt","4.03"
"35088","SeinLanguage","Jerry Seinfeld","3.63"
"35090","Der Richter und sein Henker","Friedrich DÃ¼rrenmatt/John J. Neumaier/William Gillis","3.73"
"35092","It Doesn't Take a Hero: The Autobiography of General H. Norman Schwarzkopf","Norman Schwarzkopf/Peter Petre","4.04"
"35100","Battle Cry of Freedom","James M. McPherson","4.35"
"35106","The Straight Dope","Cecil Adams","4.19"
"35108","Return of the Straight Dope","Cecil Adams/Ed Zotti/Slug Signorino","4.22"
"35110","Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher (Helix)","Richard P. Feynman/Robert B. Leighton/Matthew L. Sands/Paul Davies","4.21"
"35111","The Feynman Lectures on Physics Vol 2","Richard P. Feynman/Robert B. Leighton/Matthew L. Sands","4.62"
"35115","Sliding Scales (Pip & Flinx #10)","Alan Dean Foster","3.88"
"35116","Star Trek: Logs Seven and Eight (Star Trek: Log  #7-8)","Alan Dean Foster","3.68"
"35120","Star Trek: Logs One and Two (Star Trek: Log  #1-2)","Alan Dean Foster","3.46"
"35124","Mid-Flinx (Pip & Flinx #7)","Alan Dean Foster","3.94"
"35125","Alien","Alan Dean Foster","4.09"
"35126","The Chronicles of Riddick","Alan Dean Foster","3.95"
"35128","With Friends Like These...","Alan Dean Foster","3.94"
"35134","Nor Crystal Tears (Humanx Commonwealth  #9)","Alan Dean Foster","4.03"
"35138","The Hour of the Gate (Spellsinger  #2)","Alan Dean Foster","3.84"
"35148","Betcha Can't Read Just One","Alan Dean Foster/George Alec Effinger/Jack McDevitt/Nina Kiriki Hoffman/Mike Resnick/R.A. Lafferty/Tobias Grace/Laura Resnick/Margaret Ball/Ron Goulart/Mel Gilden/Edward Wellen/Wolfgang Jeschke/Greg Costikyan/Esther M. Friesner/Steve Rasnic Tem","3.92"
"35149","Star Wars: The Approaching Storm","Alan Dean Foster","3.51"
"35159","Chorus Skating (Spellsinger  #8)","Alan Dean Foster","3.62"
"35163","Star Trek: Logs Five and Six (Star Trek: Log  #5-6)","Alan Dean Foster","3.65"
"35165","Star Trek: Logs 7-10","Alan Dean Foster","3.71"
"35166","The Hand of Dinotopia","Alan Dean Foster/James Gurney","3.96"
"35178","Interlopers","Alan Dean Foster","3.33"
"35180","Alien Nation","Alan Dean Foster","3.55"
"35183","Phylogenesis (Founding of the Commonwealth  #1)","Alan Dean Foster","3.82"
"35206","RashÅmon and Seventeen Other Stories","RyÅ«nosuke Akutagawa/Jay Rubin/Haruki Murakami/Yoshihiro Tatsumi","4.13"
"35210","How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships","Leil Lowndes","3.78"
"35218","There Was a Cold Lady Who Swallowed Some Snow!","Lucille Colandro/Jared Lee/Skip Hinnant","3.85"
"35219","The Red Badge of Courage & The Veteran","Stephen Crane/Shelby Foote","3.38"
"35223","The Red Badge of Courage and Four Stories","Stephen Crane/James Dickey","3.35"
"35226","The Red Badge of Courage (Classic Starts)","Oliver Ho/Jamel Akib/Arthur Pober/Stephen Crane","3.86"
"35228","New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2)","Robert Jordan/Charles Keegan","4.27"
"35231","Lord of Chaos (The Wheel of Time  #6)","Robert Jordan","4.13"
"35234","Crossroads of Twilight (Wheel of Time  #10)","Robert Jordan","3.82"
"35244","Frankenstein (SparkNotes Literature Guide)","SparkNotes/Mary Wollstonecraft Shelley","3.5"
"35246","Mary Shelleyâ€˜s Frankenstein","Mary Wollstonecraft Shelley/Anca Munteanu","3.79"
"35248","Essential Monster of Frankenstein  Vol. 1","Gary Friedrich/Doug Moench/John Buscema/Mike Ploog/Val Mayerick","3.62"
"35249","Frankenstein","Mary Wollstonecraft Shelley","3.79"
"35252","Frankenstein","Mary Wollstonecraft Shelley","3.79"
"35254","The Memoirs of Elizabeth Frankenstein","Theodore Roszak","3.56"
"35255","The Essential Frankenstein","Mary Wollstonecraft Shelley/Leonard Wolf/Christopher H. Bing","3.79"
"35258","Father of Frankenstein","Christopher Bram","4.1"
"35261","Frankenstein","Mary Wollstonecraft Shelley","3.79"
"35268","The Walrus Was Paul: The Great Beatle Death Clues","R. Gary Patterson/Jay Fox","3.72"
"35270","Harpo Speaks!","Harpo Marx/Rowland Barber","4.41"
"35273","Groucho  Harpo  Chico  and Sometimes Zeppo: A History of the Marx Brothers and a Satire on the Rest of the World","Joe Adamson","4.07"
"35283","Topsail Island: Mayberry by the Sea","Ray McAllister/Vicki McAllister","3.94"
"35287","Take on Me (Secret Lives of Daytime Divas  #1)","Sarah Mayberry","3.69"
"35288","All Over You (Secret Lives of Daytime Divas  #2)","Sarah Mayberry","3.73"
"35289","The 33 Strategies of War","Robert Greene/Joost Elffers","4.3"
"35291","Jimmy Stewart: A Biography","Marc Eliot","3.85"
"35292","Jimmy Stewart: Bomber Pilot","Starr Smith/Walter Cronkite","3.93"
"35295","Jimmy Stewart: The Truth Behind the Legend","Michael Munn","3.97"
"35308","Dirt (Stone Barrington  #2)","Stuart Woods","3.89"
"35313","La Ley del Exito","Paramahansa Yogananda","4.44"
"35324","Incident at Exeter","John G. Fuller","3.56"
"35329","The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment","Babette Rothschild","4.27"
"35332","Remember (Redemption  #2)","Karen Kingsbury/Gary Smalley","4.43"
"35334","A Summer to Remember (Bedwyn Prequels  #2)","Mary Balogh","4.08"
"35335","Because I Remember Terror  Father  I Remember You","Sue William Silverman","4.11"
"35347","The Last Story (Remember Me  #3)","Christopher Pike","3.65"
"35348","A Place Where the Sea Remembers","Sandra BenÃ­tez","3.62"
"35349","She Who Remembers (Kwani  #1)","Linda Lay Shuler","4.03"
"35350","What the Body Remembers","Shauna Singh Baldwin","3.89"
"35352","Long Gone Lonesome Blues (The Texas Brands  #4)","Maggie Shayne","4.25"
"35365","Remember When (Foster Saga  #1)","Judith McNaught","3.95"
"35368","A Kiss to Remember (Once Upon a Time  #3)","Teresa Medeiros","3.89"
"35400","Star Wars: The Complete Visual Dictionary","James Luceno/David West Reynolds/Ryder Windham","4.33"
"35402","Star Wars: The Ultimate Visual Guide","Daniel  Wallace/Ryder Windham","4.33"
"35404","Star Wars Complete Locations","James Luceno/Kerrie Dougherty/Simon Beecroft/Kristin Lund/Hans Jenssen/Richard Chasemore","4.31"
"35406","Lego Star Wars: Prima Official Game Guide","Michael Littlefield","4.62"
"35407","Star Wars: The New Essential Guide to Alien Species","Ann Margaret Lewis/Helen Keier/Chris Trevas/William O'Connor","4.18"
"35409","Star Wars:  The New Essential Chronology","Daniel  Wallace/Mark Chiarello/Tommy Lee Edwards/John Van Fleet","4.3"
"35412","The Swarm War (Star Wars: Dark Nest  #3)","Troy Denning","3.49"
"35413","Star Wars: Empire  Volume 7: The Wrong Side of the War","Welles Hartley/Davide Fabbri/Christian Dalla Vecchia","3.79"
"35414","Allegiance (Star Wars)","Timothy Zahn","3.99"
"35415","Creating the Worlds of Star Wars: 365 Days","John Knoll/J.W. Rinzler","4.13"
"35417","Star Wars: Clone Wars  Volume 1: The Defense of Kamino and Other Tales","John Ostrander/W. Haden Blackman","3.85"
"35419","The Making of Star Wars (Star Wars:  The Making of  #1)","J.W. Rinzler/Peter  Jackson","4.53"
"35421","Star Wars:  The New Essential Guide to Weapons & Technology","W. Haden Blackman","4.08"
"35422","The Star Wars Cookbook II: Darth Malt and More Galactic Recipes","Wesley Martin/Frankie Frankeny","3.86"
"35424","You Can Draw: Star Wars","Bonnie Burton/Matt Busch/Tom Hodges","4.05"
"35425","Star Wars: Empire  Volume 6: In the Shadows of Their Fathers","Thomas Andrews/Scott Allie","3.68"
"35426","Star Wars:  The New Essential Guide to Vehicles & Vessels","W. Haden Blackman/Ian Fullwood","4.12"
"35427","Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1)","John Jackson Miller/Travis Charest/Michael Atiyeh/Brian Ching/Travel Foreman","4.07"
"35428","The Star Wars Poster Book","Stephen J. Sansweet/Peter Vilmur","4.5"
"35431","Star Wars: Clone Wars  Volume 9: Endgame","John Ostrander/Welles Hartley/Jan Duursema","4.11"
"35432","Wookiee Cookies: A Star Wars Cookbook","Robin  Davis/Frankie Frankeny","3.93"
"35433","Star Wars:  The New Essential Guide to Characters","Daniel  Wallace/Michael Sutfin","3.98"
"35434","The Star Wars Trilogy","George Lucas/Donald F. Glut/James Kahn","4.25"
"35437","Star Wars Tales  Vol. 1","Dave Land/Peter David/Dave Cooper/Dan Jolley/Doug Wheatley/Tom Fowler/Kilian Plunkett/Sean Phillips/Ryder Windham/John Ostrander/Jan Duursema/Timothy Zahn/Darko Macan/Rich Handley/Igor Kordey/Ron Marz/Rich Hedden/Rick Leonardi/Claudio Castellini/Martin Egeland/Lovern Kindzierski/Chris Brunner/Peet Janes/Jim Woodring","3.89"
"35439","Complete Star Wars Trilogy Scrapbook Re-issue","David Levithan/Ryder Windham/Marc Cotta Vaz","3.14"
"35440","Star Wars: Clone Wars  Volume 6: On the Fields of Battle","John Ostrander/Jan Duursema","4.04"
"35441","Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth","John Ostrander/Jan Duursema/Dan Parsons","4.1"
